,trackid,text,title
119,TRBXGHM128E0791287,wallflowers one headlight long ago n't remember say lose friend say die easy break heart disease listen cemetary tree see sun comin funeral dawn long break arm human law always seem waste always pretty face wonder hang around place hey-ey-ey come try little nothing forever get something better middle cinderella put together could drive home one headlight say cold feel like independance day n't break away parade get openin somewhere front maze ugliness greed 've see sun ahead county line bridge sayin good nothingness head run breath run nothing leave hit end window ledge hey-ey-ey come try little nothing forever get something better middle cinderella put together could drive home one headlight well place old feel like beat truck turn engine engine n't turn well smell cheap wine cigerettes place always mess sometimes think like watch burn alone feel like somebody else man n't change know n't somewhere city wall die dream think death must kill hey hey hey-ey-ey come try little nothing forever get something better middle cinderella put together could drive home one headlight,One Headlight
120,TRBXLFU128F427A494,bon iver creature fear full count lose fool long visit wrong say many foreign worlds relatively fuck ready ready creature fear tease blouse spit mouth loud lower seminary soul tear tail take wind soft bloody nose sign another floor many territories ready reform n't let form n't let form creature fear foil ready reform many torahs many creature fear,Creature Fear
121,TRBXVEA12903CD2DCA,justin bieber stick moment wish another time wish another place romeo juliet bet never felt way felt bonnie clyde never hide like know n't work fun game 'til someone get hurt n't n't let n't wan let n't wan let know might something real two know n't wan fall 're trip hearts reckless clumsy cause know n't love hey wish another time wish another place everything stick moment nothing heart fight time space 'cause still stick moment see like adam eve tragedy destiny like sonny cher n't care 've get baby see fight every inch fiber cause n't way gon end right foolish stop n't wan let n't wan let know might something real two know n't wan fall 're trip hearts reckless clumsy know n't love hey wish another time wish another place everything stick moment nothing heart fight time space cause still stick moment see like cold cruel world say n't baby right disagree n't n't wan old gray reminisce better days convention tell let 'll never know wish another time wish another place cause everything everything stick moment yeah wish another time wish another place everything stick moment nothing heart nothing heart fight time space space still stick moment,Stuck In The Moment
122,TRBXOCM128F92EF9C4,passion pit sleepyhead everything beat everything beat everything instrumental say like fire around brim burn solid burn thin burn rim like star burn hole right dark flick fire like saltwater eye one inch edge bed drag back sleepyhead sleepyhead could n't think something say day burst lions might thirst crowd bedroom like thoughts wear thin wall rule skin beard grow floor doors eye begonia sky like sleepyhead sleepyhead,Sleepyhead
123,TRBKFKL128E078ED76,eminem hailie song n't sing feel like sing wan fuckin sing 'cause happy yeah happy get baby back check somedays sit star window watchin world pass sometimes think nothin live almost break cry sometimes think crazy crazy crazy waste time see baby suddenly crazy make sense look eye sometimes feel like world shoulder everyone lean 'cause sometimes feel like world almost come back baby girl keep gettin older watch grow pride people make joke 'cause n't understand n't see real side act like shit n't faze inside drive crazy insecurities could eat alive see baby suddenly crazy make sense look eye 'cause sometimes feel like world shoulder everyone lean 'cause sometimes feel like world almost come back man could sing keep singin song daughter could hit note blow something long father show feel proud get god daddy glad mom n't want probably get picture public persona pistol packin drug addict bag mama wan take time perfectly honest 'cause lot shit keep bottle hurt deep inside soul know grow colder older grow boulder shoulder get heavy harder hold load like weight world think neck breakin give try live expectations look love daughter life get wife determine make life livin hell handle well give circumstances deal many chance man bad could someone else years 've waste nothing tear 've taste facin three felonies six years probation 've jail woman 've bat woman 've take bat people back bend backwards woman man see come stick penis would n't rip pre-nup i'da see fuckin fuck reason cry get baby baby lady adore hailie sayonara try tommorra nice know baby travel back arm rightful owner suddenly seem like shoulder blades shift like greatest gift get weight lift n't feel like world shoulder everyone lean 'cause baby know dad soldier nothing take tell n't sing well try hailie remember say ever need anything daddy would right guess daddy n't nowhere baby love,Hailie's Song
124,TRBYFON128E0780C8C,coldplay god put smile upon face nobody know 've get say way god give style give grace god put smile upon face draw line 've get say waste time honey honey fall grace god put smile upon face yeah nahh work worse yeah work want work draw line guess good mine ... nobody know n't ever say 're way well god give style give grace put smile upon face yeah nahh work worse yeah work want work draw line guess good mine ... good mine ... good mine ... good mine ... good mine ... good mine ... good mine ... good mine ... nobody know n't ever say 're way well god give style give grace put smile upon face,God Put A Smile Upon Your Face
125,TRBYIUL128F9305E6B,phoenix lasso would long ago 've think loud suddenly n't know n't forever long long time 've lose way try follow ideal sorry call life waste wear real eye n't realize say yes say yes would would lasso could run could run could run would would tie lasso could run could run could run lonely pretty lack diplomacy n't get n't know n't well far-out far-out fall-out 're lonely n't matter 're well 're well would would lasso could run could run could run would would tie lasso could run could run could run wear real eye n't realize say yes say yes tomorrow long long time 've lose way tomorrow long long time 've lose way,Lasso
126,TRFWGOJ128E0780C8B,coldplay place place place line could n't change lose yeah lose lose cross line n't cross lose yeah yeah long must wait yeah long must pay yeah long must wait scar scar tire prepare 'll wait leave 'll wait yeah yeah long must wait yeah long must pay yeah long must wait sing please please please come back sing please come sing come sing please come back sing place place line could n't change lose yeah yeah ...,In My Place
127,TRFWIRB128F42B6554,muse butterfly hurricanes change everything everything number call fight battle begin revenge surely come hard time ahead best 've get best 've get change world use chance hear time time change everything everything number call fight battle begin revenge surely come hard time ahead best 've get best 've get change world use chance hear time time n't let n't let last chance arrive best 've get best 've get change world use chance hear time time,Butterflies and Hurricanes
128,TRFWASP128F426BD5B,nickelback someday hell wind like n't able see sign miss try turn table wish unclench fists unpack suitcase lately much n't think late nothing wrong long know someday someday somehow gon make right right know 're wonder 're one know someday somehow gon make right right know 're wonder well hope since 're anyway could end say things 've always need say could end stay story play like like paperback novel let rewrite end fit instead hollywood horror nothing wrong long know someday someday somehow gon make right right know 're wonder 're one know someday somehow gon make right right know 're wonder 're one know hell wind like n't able see sign miss try turn table story play like like paperback novel let rewrite end fit instead hollywood horror nothing wrong long know someday someday somehow gon make right right know 're wonder 're one know someday somehow gon make right right know 're wonder 're one know know 're wonder 're one know know 're wonder,Someday
129,TRFGWOW12903CF14C3,adam lambert whataya want hey slow whataya want whataya want yeah afraid whataya want whataya want might 've time would give away upon time n't give damn whataya want whataya want n't give work please n't give n't let mess need second breathe keep come around hey whataya want whataya want whataya want yeah yeah plain see plain see baby 're beautiful nothing wrong freak yeah thank love 'cause 're perfectly yeah might 've time would let slip away would n't even try think could save life n't give work please n't give n't let mess need second breathe keep come around hey whataya want whataya want whataya want whataya want whataya want n't give n't let n't let n't give work please n't give n't let mess mess need second breathe keep come around hey whataya want n't give work please n't give n't let mess need second breathe keep come around hey whataya want whataya want whataya want whataya want whataya want whataya want,Whataya Want From Me
130,TRFGAGX12903CC5BE2,young money roger collard green cornbread gut get dat halloween kick trick treat clutch c'mon nigga trickin flow tighter dick butt jus hop plane come back van couv little white tee sum boob bamboo white girls tell hey nicki camp rule get head shampoo asalaam alaikum oink never let boy boink free cuz barbie bitch join wave penny nickel dime coin phrase coud n't beat leer indian style court side wit cavalier vip roseas beer cuz honey gettin money dont care roger dat young black ricos kill note doe jack son bitch tito wan play game dis bingo monopoly pass gon head deep throat chick somes skin color mocha sally sonia put tha pussys totum pole wat stroke strike like bowlin open like yawnin tha mornin sleepin probably coffin hotter end fuckin august awesome repeat grandma uncles mother tygas dad tha fucka fuckas dis tha last supper look hand i'ma bread cuffer dont dare love dare devil dont fear nun mafucka young money roger dat fresh tha jet sharper gillette blunt still wet pass like brett sip side mug call upset smoke quarter call sudden death i'ma beast pet long kneck keith sweat weezy mothafucka capo dis bitch wit money talk convo dis bitch wit mountain high colorado dis bitch wit flow crazy 730 jus 650 bullets chopper take roof laughin bank goof ball kneck like violin world make spin yall tha prey.amen roger dat roger dat roger hear roger rat fuck around neva get roger back,Roger That
131,TRFHGWV128E0792EC8,bryan adams heaven thinkin younger years young wild free nothing take away 've road keep comin back baby 're want 're lyin arm findin hard believe 're heaven love need find heart n't hard see 're heaven life find someone turn world around bring 're feelin nothin change mean lot could say hold 'cause love light way baby 're want 're lyin arm findin hard believe 're heaven love need find heart n't hard see 're heaven 've waitin long somethin arrive love come along dream comin true good time bad 'll standin baby 're want 're lyin arm findin hard believe 're heaven love need find heart n't hard see 're heaven heaven whoa 're want 're need,Heaven
132,TRFZQIW128F93363FC,kaoma lambada chorando foi quem dia fez chorar chorando foi quem dia fez chorar chorando estará lembrar amor que dia não soube cuidar chorando estará lembrar amor que dia não soube cuidar recordação vai estar com ele aonde recordação vai estar pra sempre aonde danca sol mar guardarei olhar amor faz perder encontrar lambando estarei lembrar que este amor por dia instante foi rei recordação vai estar com ele aonde recordação vai estar pra sempre aonde chorando estara lembrar amor que dia não soube cuidar canção riso dor melodia amor momento que fica dançando lambada,Lambada
133,TRFNGJS128F92F9EEE,kelly clarkson already remember things want memories 're haunt always mean say goodbye even fists hold high never would work right yeah never mean die n't want burn n't come hurt n't stop want know n't matter take road someone get want know could n't love better want move already look make harder know 'll find another n't always make wan cry start perfect kiss could feel poison set perfect could n't keep love alive know love love enough let want know n't matter take road someone get want know could n't love better want move already already already n't make feel right know wrong already already move already already already already already already already yeah remember things want memories 're haunt always mean say goodbye want know n't matter take road someone get want know could n't love better want move already already already n't make feel right know wrong already already move already,Already Gone
134,TRFTUIW128E0784B9F,jack johnson bubble toe simple something nobody know eye big bubbly toe feet queen hearts card feet cover tar ball scar common something nobody know beauty follow wherever hill back house would love forever know could remember mmm use good friends would n't give none want get whole lot reason cant think single one justify leave get none think get many problems man get much time waste dream like commercials dream picture perfect dream relate though 're often underestimate simple something nobody know eye big bubbly toe feet queen hearts card feet infest tar ball well eat lunch little girl come sit next never see nobody move way well 'll move like jellyfish rhythm n't mean nothing flow n't stop move like jellyfish rhythm nothing flow n't stop mmmm common something nobody know beauty follow wherever hill back house wood 'll love forever know would listen might realize 're miss 're miss would listen might realize 're miss 're miss simple something nobody know eye big bubbly toe feet queen hearts card feet infest tar ball,Bubble Toes
135,TRFTYOQ12903CA4808,luke bryan someone else call baby saw truck backin drive sit passenger side messin radio sun glass pull cause could n't believe two weeks ago rid old back roads sing songs everybody round towns whisperin tear eye say listenin baby someone else call baby drive crazy bein dark goodbye never easy break hard 're love girl lay heart n't try save someone else call baby want time want space back whatever take never really think ready move along n't leave till hear say 'll either give word girl baby someone else call baby drive crazy bein dark goodbye never easy break hard 're love girl lay heart n't try save someone else call baby goodbye never easy break hard 're love girl lay heart n't try save someone else call baby girl n't try save someone else call baby someone else call baby,Someone Else Calling You Baby
136,TRFUPBA128F934F7E1,lady gaga paper gangsta midnight rush pen hand dinkin lincoln sand-script fan remember begin sometimes felt def jam ones love tell stop like home girl n't catch shit drop superwoman chick know shit n't fly man 'cause accept less someone real fabulous n't want paper gangsta n't sign away life someone whose get flavor n't follow n't want paper gangsta n't sign monkey paper n't funny business interest fakers n't want paper gangsta n't want paper gangsta n't want paper gangsta n't want paper gangsta get something really shiny start want sign range rover heart 've hear yeah dinners nice till diamond word melt ice rap beat song mr. california paper gangsta raw look love empty page full stuff mean nothing 've play 'cause accept less someone real fabulous n't want paper gangsta n't sign away life someone whose get flavor n't follow n't want paper gangsta n't sign monkey paper n't funny business interest fakers n't want paper gangsta n't want paper gangsta n't want paper gangsta n't want paper gangsta n't want paper gangsta n't sign away life someone whose get flavor n't follow n't want paper gangsta n't sign monkey paper n't funny business interest fakers n't want paper gangsta n't want paper gangsta n't want paper gangsta n't want paper gangsta,Paper Gangsta
137,TRFUSOG128E078EC6F,eminem marshall mathers know n't get last year nobody year sellin record everybody want come around like owe 'em somethin fuck want ten million dollars get fuck see marshall mathers regular guy n't know fuss nobody ever give fuck doubt everybody wan run mouth try take shots might see joggin might see walkin might see walkin dead rottweiler dog head chop park spike collar hollerin 'cause son bitch n't quit barkin leanin window cock shotgun drivin block car shoot 'pac lookin big killers dress ridiculous blue red like n't see big deal double barrel twelve gauge bigger chris wallace piss 'cause biggie 'pac miss watchin cheap imitations get rich 'em get dollars shoulda like switch wallets amidst crist poppin wristwatches sit back watch get nauseous walk around empty bottle remi martin startin shit like twenty six year old skinny cartman anti-backstreet ricky martin instincts kill n'sync n't get start fuckin brats n't sing britney garbage bitch retard gim back sixteen dollars see sissies magazines smile whatever happen whylin bein violent whatever happen catchin good-ol fashion passionate ass-whoopin gettin shoe coat hat tooken new kid block suck lot dick boy-girl group make sick n't wait 'til catch fagot public i'ma love vanilla ice n't like say shit vibe spite dye hair like bunch little kid wan swear like run around screamin n't care bite think put annoy world destroy little year old boy girl plus put put fear fagot spray faygo root beer call clown 'cause look queer faggy 2dope silent gay claimin detroit y'all live twenty miles away fuckin faggot n't wrestle 'll knock fuckin fagot fuck ask 'em club sneak duck back saw bug duck get paint ball shoot truck blaow look y'all runnin mouth n't see fuckin mile road south n't need help d-12 beat two females make-up may try scratch lee nail slim anus damn right slim anus n't get fuck mine like two little flame fagot 'cuz marshall mathers wrestler guy 'll knock talk come see streets alone assholes doubt wan run mouth come take best shoot love y'all expect much little groupie bitch get fuck puffy blonde mop top fuck head 've get 've pop underground spunned around 360 kid diss act like big sissies shit missy think big shit get bizzy fuckin bitch mom suin ten million must want dollar every pill 've stealin shit fuck think pick habit room lift mattress bitch mrs. briggs ms. mathers n't matter attorney fred gibson faggot talkin fabricate past aggravate n't ejaculate ass tell hell fella every million make another relative sue family fightin fussin want invite supper sudden get cousins half-brother sister never see even bother call saw everybody happy proud finally allow step foot girlfriend house top walk newsstand buy cheap-ass little magazine food stamp skip last page flip right fast see picture big white ass okay let give motherfuckers help xxl xxl magazine n't much trouble sell fuck 'll even buy couple 'cuz marshall mathers regular guy n't know fuss nobody ever give fuck doubt everybody wan run mouth try take shots 'cuz marshall mathers regular guy n't know fuss nobody ever give fuck doubt everybody wan run mouth try take shots,Marshall Mathers
138,TRFUVKB12903CB0FE3,alien ant farm smooth criminal come window sound crescendo come apartment leave bloodstains carpet sit table could see unable run bedroom strike doom annie annie annie annie annie annie annie annie annie tell 're sign window strike crescendo annie come apartment leave bloodstains carpet run bedroom strike doom annie annie annie annie annie annie 've hit 've strike smooth criminal come outway sunday black day could make salutation sound heartbeats intimidations annie annie annie annie annie annie annie annie annie tell 're sign window strike crescendo annie come apartment leave bloodstains carpet run bedroom strike doom annie annie 've hit 've strike smooth criminal annie tell 're sign window strike crescendo annie come apartment leave bloodstains carpet run bedroom strike doom annie annie annie annie annie annie annie annie,Smooth Criminal
139,TRFLVZR128F92F41C0,kings leon want get back track pick bottle booze fickle freshman probably think cooler hay ride five everybody comin around press skirt word new girl town call shotgun play tune fellowship time always come little soon land creeds freshen baby face shame put eye know place get away say want exactly like use 'cause baby bringin home-boy proud finally get video proof night vision show duckin truth heavy know black guy gift choke gag spit come back say want exactly like use baby bringin say want want exactly like use baby bringin say want exactly like use baby bringin,I Want You
140,TRFLVRS128F92DE26D,taylor swift tie together smile seem one n't see beauty face mirror look back walk around think 're pretty true 'cause know hold baby 're lose water high 're jump let one know cry n't tell anyone might golden one 're tie together smile 're come undo guess true love want 'cause 're give away like extra change hop end pocket leave like penny rain 'cause price pay price pay hold baby 're lose water high 're jump let one know cry n't tell anyone might golden one 're tie together smile 're come undo hold baby 're lose water high 're jump let one know cry n't tell anyone might golden one 're tie together smile 're come undo 're tie together smile 're come undo goodbye baby smile baby baby,Tied Together With A Smile
141,TRFSCIN128F92F4AD4,enrique iglesias hero let hero would dance ask dance would run never look back would cry saw cry would save soul tonight would tremble touch lips would laugh please tell would die one love hold arm tonight hero baby kiss away pain stand forever take breath away would swear 'll always mine would lie would run hide deep lose mind n't care 're tonight hero baby kiss away pain stand forever take breath away want hold want hold deep lose mind well n't care 're tonight hero baby kiss away pain stand forever take breath away hero kiss away pain stand forever take breath away take breath away hero,Hero
142,TRFSEYG128F42BCE7E,john mayer wait world change one two one two three friends 're misunderstand say stand nothing way ever could see everything wrong world lead feel like n't mean rise beat keep wait wait wait world change keep wait wait wait world change hard persistent 're stand distance keep wait wait wait world change power bring neighbor home war would 've never miss christmas ribbons door trust television get get cause information bend want 're wait wait wait world change keep wait wait wait world change n't care know fight n't fair keep wait wait wait world change 're still wait wait wait world change keep wait wait wait world change one day generation gon rule population keep wait wait wait world change keep wait wait wait world change,Waiting On The World To Change
143,TRFVSOZ128F4281933,arcade fire sleep submarine sea fight bravery sleep battle ship sleep submarine sleep fighter plane sleep drain antiaircraft gun fun sun hand deck radio address mess cage cage cage cage,I'm Sleeping In A Submarine
144,TRFDCPI128F93234B7,miley cyrus climb almost see dream dream voice inside head say 'll never reach every step take every move make feel lose direction faith shake get keep try get keep head hold high always gon another mountain always gon wan make move always gon uphill battle sometimes gon lose n't fast get n't wait side climb struggle face chance take sometimes might knock break may know moments gon remember yeah get keep get strong keep push 'cause always gon another mountain always gon wan make move always gon uphill battle sometimes gon lose n't fast get n't wait side climb yeah always gon another mountain always gon wan make move always gon uphill battle sometimes 're gon lose n't fast get n't wait side climb yeah yeah keep move keep climb keep faith baby climb keep faith keep faith whoa,The Climb
145,TRFOVTO128F4228CC3,creedence clearwater revival fortunate son folks bear make wave flag ooo 're red white blue band play hail chief ooo point cannon lord n't n't ... n't senator son n't n't ... n't fortunate one folks bear silver spoon hand lord n't help yeah taxman come door lord house look like rummage sale yeah n't n't ... n't millionaire son n't n't ... n't fortunate one guitar yeah folks inherit star-spangled eye ooo send war lord ask 'em much give ooo answer yeah n't n't ... n't military son son n't n't ... n't fortunate one one n't n't ... n't fortunate one n't n't ... n't fortunate son,Fortunate Son
146,TRFXWSD128F93173BF,metric gold gun girls gold gun world could n't get gold gun girls could n't get boys choices world remember gamble win everybody else say better luck next time n't wan bend like bad girls bend wan friend ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough lace skin shop could n't get toy tool box could n't get noise voice never stop remember gamble win everybody else say better luck next time n't wan bend like bad girls bend wan friend 're give hard time remember gamble win everybody else say ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ooh ooh ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough ever gon enough,Gold Guns Girls
147,TRFXKPH128E0793B8E,soundgarden burden hand follow desert thirsty crack smile cut mouth drown alcohol 'cause truth lie beneath river bed quench drink water flow head sunshine sun mine sun mine shoot love today would cry lose head would lie close eye bow head need little sympathy 'cause fear strong love everyone n't kill health kill kill everything love live fall piece suffer ghost shoot love today would cry lose head would lie leave sand burden hand lose head would cry burden hand anchor heart tumor head dark follow desert desperate moon glue picture heaven little pig god sunshine sun mine sun mine shoot love today would cry yeah lose head would lie leave sand burden hand lose head would cry would cry,Burden In My Hand
148,TRFKGJG128F1497C8D,cure boys n't cry would say sorry think would change mind know time say much unkind try laugh cover lie try laugh hide tear eye boys n't cry boys n't cry would break feet beg forgiveness plead know late nothing try laugh cover lie try laugh hide tear eye boys n't cry would tell love think would stay know use 've already away misjudge limit push far take grant think need would anything get back side keep laugh hide tear eye boys n't cry boys n't cry boys n't cry,Boys Don't Cry
149,TRFYVIE128F148C86E,eminem criminal lot people ask stupid fuckin question lot people think say record talk record actually real life believe say wan kill somebody actually gon believe well shit believe 'll kill know 'cause criminal criminal 're goddamn right criminal yeah criminal word like dagger jag edge 'll stab head whether 're fag lez homosex hermaph trans-a-vest pant dress hate fag answer yes homophobic nah 're heterophobic starin jeans watchin genitals bulgin motherfuckin ball better let 'em belong scrotum 'll never get hold 'em hey versace whoop somebody shoot checkin mail get checkin male many record 're expectin sell second send directly jail c'mon relax guy like gay men right ken give amen ayyy men please lord boy need jesus heal child help destroy demons please send brand new car prostitute wife sick hospital preacher preacher fifth grade teacher n't reach mom n't neither n't teach goddamn thing 'cause watch comcast cable n't able stop thoughts n't stop toppin chart n't stop droppin march brand new fuckin retard think lil mr. don't-give-a-fuck still n't leave criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one mother drug hard liquor cigarettes speed baby come disfigure ligaments indeed seed would grow crazy n't dare make fun baby 'cause baby criminal animal cage turn craze fuck suppose grow n't raise get older get lot taller dick shrink smaller ball get larger drink liquor fuck quicker wan fuck say word ____ morals pffft president get oral sex oval office top desk employee n't ignore n't avoid n't miss white blonde-haired nose pointy bad guy make fun people die plane crash laugh long n't happen slim shady crazy eminem kim combine maniac replace doctor 'cause dre could n't make today little weather take place dre face n't make kill spray brain place tell dre 've keep thang put away guess 'll teach let play criminal alright look motherfucker get motherfucking money get fuck outta alright 'll right waitin alright n't kill nobody time alright ... goddamn fucker get fuckin nerve ... doin help yeah need make withdrawal put fuckin money bag bitch n't kill god n't kill gon kill bitch quit fuckin around ... n't kill please n't kill say gon fuck kill ... n't kill ... hurry fuck thank windows tint ride drive rob bank run dive 'll disguise anybody identify guy hide five minutes come back shoot eyewitness fire private eye hire pry business die bitch bastards brats pet puppy lucky n't blast ass yet ever give fuck shave nut tuck dick legs cluck motherfuckin chickens n't brave enough say stuff say tape shut shit half shit say make make mad kiss white naked ass rapper make i'mma fuck rapist jason mask criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one criminal 'cause every time write rhyme people think crime tell 'em mind guess criminal n't get say word flip 'em bird keep goin n't take shit one criminal,Criminal
150,TRFYOIE128F93207CB,killers read mind corner main street tryin keep line say wan move say fall behind read mind read mind never really give breakin two-star town get green light get little fight gon turn thing around read mind read mind good old days honest man restless heart promise land subtle kiss one see break wrist big trapeze well n't mind n't mind 'cause n't shine n't shine read mind funny break wait sign pull front driveway magic soak spine read mind read mind teenage queen load gun drop dead dream choose one southern drawl world unseen city wall trampoline well n't mind n't mind 'cause n't shine n't shine jump tell find read mind slip faith fall never return call woman open door n't let sting wan breathe fire say n't mind n't mind 'cause n't shine n't shine put back put back put back star blaze like rebel diamonds cut sun read mind,Read My Mind
151,TRQGEFB12903CCDAA1,usher baby baby girl look n't know good feel call girl baby love everything girl look bet n't know check put heel swear body perfect baby work baby yea love way poke girl give something feel please believe twerking end night baby 've wait day wrap hand around waist kiss face would n't trade feel nothing even minute 'll sit long take get alone soon come walk way gon hear say baby girl look n't know good feel call girl baby love everything girl look get chill whenever see face place girl feel like movie baby like oowee baby like waterfalls hair fall waist get taste girl need keep baby n't ashamed call name girl 've wait day wrap hand around waist kiss face would n't trade feel nothing even minute 'll sit long take get alone soon come walk way gon hear say baby girl look n't know good feel call girl baby love everything girl look girl feel like first time everytime get together baby love feel better everything anything put heart n't need ring promise time away n't change love baby girl look n't know good feel call girl baby love everything girl look baby girl look n't know good feel call girl baby love everything girl look,There Goes My Baby
152,TRQHDUM128F9303286,yeah yeah yeahs head roll head dance 'til 're dead head roll head roll head roll floor glitter wet streets silver everything river wet 're chrome drip alchemy shiver stop shiver glitter wet 're chrome men cry girls cry men cry girls cry men cry men cry girls cry men cry girls cry men cry head dance dance 'til 're dead dead head roll head roll head roll floor look glass take past shut eye realize look glass take past shut eye realize glitter wet streets silver everything river wet 're chrome 're chrome head dance dance dance 'til 're dead head dance dance dance 'til 're dead head dance dance dance 'til 're dead head dance dance dance 'til 're dead head dance dance dance 'til 're dead head dance dance dance 'til 're dead,Heads Will Roll
153,TRQFHAC128F429411B,avril lavigne fall piece look away look back try say things n't undo way never get today day pray make make fall make n't wan fall piece want sit stare n't want talk n't want conversation want cry front n't want talk cuz love 're one till end come undo bring back back star back arm n't wan fall piece want sit stare n't want talk n't want conversation want cry front n't want talk cuz love wan know wan know start wan know mean wan know feel wan know real wan know everything everything n't wan fall piece want sit stare n't want talk n't want conversation want cry front n't want talk n't wan fall piece want sit stare n't want talk n't want conversation want cry front n't want talk cuz love love cuz love love love,Fall To Pieces
154,TRQFXKD128E0780CAE,coldplay scientist come meet tell sorry n't know lovely find tell need tell set apart tell secrets ask question let back start run circle come tail head science apart nobody say easy shame part nobody say easy one ever say would hard take back start guess number figure pull puzzle apart question science science progress speak loud heart tell love come back haunt rush start run circle chase tail come back nobody say easy shame part nobody say easy one ever say would hard back start ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh,The Scientist
155,TRQQSGY128F92C5DD9,katy perry lose face porcelain feel high look low party favor floor group girls bang door many new fair-weather friends ever lose know way still lose catch eye hurricane slowly wave goodbye like pageant parade sick town pull mother say come back home n't find way 'cause way pray send word outer space ever lose know way still lose another night wait someone take home ever lose light light end road push everyone away 'cause n't feel anymore n't feel anymore ever lose know way still lose another night wait someone take home ever lose ever lose,Lost
156,TRQAGHX128F425EEBD,michael jackson way make feel come girl hey pretty baby high heel give fever like 've never forever know 're product loveliness like groove walk talk dress feel fever miles around 'll pick car 'll paint town kiss baby tell twice 're one way make feel way make feel really turn really turn knock feet knock feet lonely days lonely days like feelin 're givin hold baby ecstasy 'll workin nine five buy things keep side never felt love promise baby 'll love forevermore swear keepin satisfy 'cause 're one way make feel way make feel really turn really turn knock feet knock feet lonely days lonely days girl hee hee aaow girl never felt love promise baby 'll love forevermore swear keepin satisfy 'cause 're one way make feel way make feel really turn really turn knock feet knock feet lonely days lonely days way make feel way make feel really turn really turn knock feet baby knock feet lonely days lonely days n't nobody business way make feel n't nobody business n't nobody business really turn n't nobody bussines baby knock feet lonely days give way make feel give time come girl really turn wan mine n't nobody business knock feet n't nobody business baby lonely days come girl way make feel huu huu huu huu huu really turn knock feet lonely days give way make feel give time come girl really turn wan mine n't nobody business knock feet n't nobody bussines baby lonely days come girl give give time come girl wan mine,The Way You Make Me Feel
157,TRQAFRU128F426A0AE,eric prydz call call call call call call call call call call boy use call call call call call call call call call boy use call call call call call call call call call boy use call call call call call call call call call boy use call call call call call call call call call boy use call call call call call call call call call boy use call call call call call call call call call boy use,Call On Me
158,TRQPTAX128F932A177,onerepublic apologize hold rope get ten feet grind hear say n't make sound tell need cut wait tell 're sorry n't think turn around say late apologize late say late apologize late late take another chance take fall take shoot need like heart need beat nothing new yeah yeah love fire red turn blue say sorry like angel heaven let think afraid late apologize late say late apologize late whoa whoa late apologize late say late apologize late say late apologize yeah late say late apologize yeah late hold rope get ten feet grind,Apologize
159,TRQUIHC128F42ADD0D,michael jackson thriller close midnight something evil lurkin'in dark moonlight see sight almost stop heart try scream terror take sound make start freeze horror look right eye 're paralyze 'cause thriller thriller night one gon save beast strike know thriller thriller night 're fight life inside killer thriller tonight yeah hear door slam realize nowhere leave run feel cold hand wonder 'll ever see sun close eye hope imagination hear creature creepin behind 're outta time 'cause thriller thriller night n't second chance thing forty eye girl thriller thriller night 're fight life inside killer thriller tonight night creatures callin dead start walk masquerade escape jaw alien time 're open wide end life 're get demons close every side possess unless change number dial time cuddle close together yeah night 'll save terror screen 'll make see thriller thriller night 'cause thrill ghoul would ever dare try thriller thriller night let hold tight share killer diller chiller thriller tonight 'cause thriller thriller night girl thrill ghoul would ever dare try thriller thriller night let hold tight share killer thriller gon thrill tonight darkness fall across land midnight hour close hand creatures crawl search blood terrorize y'alls neighborhood whosoever shall find without soul get must stand face hound hell rot inside corpse shell gon thrill tonight thriller thriller gon thrill tonight thriller night thriller gon thrill tonight ooh babe gon thrill tonight thriller night babe foulest stench air funk forty thousand years grizzly ghouls every tomb close seal doom though fight stay alive body start shiver mere mortal resist evil thriller,Thriller
