,userid,playcounts,trackid
1176,4ed3f489dc58dd8494d51de1adecab58ee6ad3c7,3,TRAEHHJ12903CF492F
1177,cdaadc6a524ed94eb2087fe9f8673472f153e1c2,13,TRAEHHJ12903CF492F
1178,afe81aaa77f244a0f1f7516df202c3162b6a18d6,1,TRAEHHJ12903CF492F
1179,32e8b70013db1e20485b22f47fb19e07ce5a0ddc,1,TRAEHHJ12903CF492F
1180,3316048d45e53e06798020c507806d4215563414,1,TRAEHHJ12903CF492F
1181,4dc2433652caa42c732e136656be912c6649169c,1,TRAEHHJ12903CF492F
1182,7ef5ea851f45485daf928ac0f8c54f1dda5ab8cd,17,TRAEHHJ12903CF492F
1183,e0cb10aa577128f8c7385fe1a4ca80a637ccb34f,11,TRAEHHJ12903CF492F
1184,a5794c50416866c96728ed57c356978e44420949,5,TRAEHHJ12903CF492F
1185,0e094bbeaf4d098fda42a58f963341af4c84be82,1,TRAEHHJ12903CF492F
1186,d7a0faa343e1853fa18797be40f0771cb500220c,2,TRAEHHJ12903CF492F
1187,cfc43ca4139048364ac96a25e020b260704728a0,1,TRAEHHJ12903CF492F
1188,8675e4f9eba714b246de3b6478ca8eb86b5d83ab,1,TRAEHHJ12903CF492F
1189,612b9e254dde2324f567ce881003fc47439562c7,1,TRAEHHJ12903CF492F
1190,3fb585d595418da210ab195fefe5faa119260174,15,TRAEHHJ12903CF492F
1191,1f6b11323f8708453e62cbea77c6f198d5cadb57,14,TRAEHHJ12903CF492F
1192,28b3e80d0a518dffaa386e1d7688c4aa66fe1143,13,TRAEHHJ12903CF492F
1193,cfeb494adb286e3c518687e160f0d20c26f0e038,2,TRAEHHJ12903CF492F
1194,4aa790b697465fb824b6f344f8cd948689966232,20,TRAEHHJ12903CF492F
1195,bf19721573109550b301de0956f36656d75e288f,16,TRAEHHJ12903CF492F
1196,33314892202aa66535935b3d08cd56a68a644ad6,1,TRAEHHJ12903CF492F
1197,11b195b0e929d1551f37b0a98cedc9ab6281ab6a,49,TRAEHHJ12903CF492F
1198,ba2ce8bd47bcc9767ca1698203729efe8338fdb5,2,TRAEHHJ12903CF492F
1199,996a5c80773b82d56d67e964e1d355cb9463aea6,5,TRAEHHJ12903CF492F
1200,e463bfee44619b658edb5b04ed73966a1f4bdfdd,5,TRAEHHJ12903CF492F
1201,be510d57869eb99ae36b5c8e5a08a660f2dd9c4e,2,TRAEHHJ12903CF492F
1202,8b9d4ee87957c01475751bd66a61904c3c9e7252,4,TRAEHHJ12903CF492F
1203,ea429256ff1d21ae8ab7057cbc98394ff7837457,2,TRAEHHJ12903CF492F
1204,a8645493b5fe449cf8d1d9d997e088bcb4282210,3,TRAEHHJ12903CF492F
1205,c6ecc8ca2d9ba755013bd6e05d0ff6323f9fa027,1,TRAEHHJ12903CF492F
1206,ba35fca9717f13cda268eb0faa8b7015f68dca74,2,TRAEHHJ12903CF492F
1207,8da0538f5ae75bf03352a7f0c35726fb9a197477,1,TRAEHHJ12903CF492F
1208,f9b0614af936994e378963795d1cf8b24170abc5,5,TRAEHHJ12903CF492F
1209,6669586019270d70cbbc9433142cd7289875b076,18,TRAEHHJ12903CF492F
1210,5bf76c7d1256aeae7697ad877be2ff8453c99f85,7,TRAEHHJ12903CF492F
1211,8f269599b97a4f0fe7b06b85d28c398d7097a20f,20,TRAEHHJ12903CF492F
1212,6e6f6ab2277986deba77635bae47c5e12d27ae5f,1,TRAEHHJ12903CF492F
1213,dc75583e6bd28b3ae92c3ccdb53aa98ba2ef6050,5,TRAEHHJ12903CF492F
1214,fccd3e781bbc5144b4e581b54c789888c1b9342c,1,TRAEHHJ12903CF492F
1215,214079917c9b306f9e67fdbb694dbb0e9bda961a,1,TRAEHHJ12903CF492F
1216,7324386485ca99d060cc38f3eaff551549b96a89,8,TRAEHHJ12903CF492F
1217,1f13399400b89145ffa4fa302ad9605cb85db638,10,TRAEHHJ12903CF492F
1218,0eb3c4900559657fedcd1878750cd4b3d1af6a93,1,TRAEHHJ12903CF492F
1219,65d35bd2e639b38521556480895e76fdb27d81b8,1,TRAEHHJ12903CF492F
1220,fd7dead8e909a19c64f98e0037d879f3544b70a1,1,TRAEHHJ12903CF492F
1221,af758ee0993331f3a63a30aea09da4a95bcadea2,22,TRAEHHJ12903CF492F
1222,9fd87979039e6012f997a620ab8ba3500fa0fab6,5,TRAEHHJ12903CF492F
1223,4b5ab02e0b9fbdcb6d7223435e4b3849695cbd51,1,TRAEHHJ12903CF492F
1224,ebc7591ac08f7e8a79cb1d48d63942f056756bcb,19,TRAEHHJ12903CF492F
1225,c3b9fe51fa8bac7067bf94cfc495b75d865fb992,1,TRAEHHJ12903CF492F
1226,bbb422f85a09f8ff1922eab0e4a4b0682419936c,4,TRAEHHJ12903CF492F
1227,eee8cab27f34b3009df1be8bcb0bd466c2d1accd,1,TRAEHHJ12903CF492F
1228,22888a8289f092c4f16eea7edf69b5f81e849133,8,TRAEHHJ12903CF492F
1229,109c58c3d2e1b563c191513c2dcf98dcee0d383e,3,TRAEHHJ12903CF492F
1230,28af67adda17defbd063059329556094f75b26f5,1,TRAEHHJ12903CF492F
1231,c082e16fe3c60225e6e8b284ebaefd86063da3bf,7,TRAEHHJ12903CF492F
1232,4fef6fc3cae0b72419ed01f0ae56a1e837c0d39b,1,TRAEHHJ12903CF492F
1233,855c19473d57fa6629464c2094f2b57b3022cace,1,TRAEHHJ12903CF492F
1234,d8bde8af2be22c54e4c81f91d51b5ab261e1571b,10,TRAEHHJ12903CF492F
1235,ce625820dc1588a9761aa75ac7bc797413157b68,2,TRAEHHJ12903CF492F
1236,287913f2bcec64678b66a5b30aa574fd3f66939f,1,TRAEHHJ12903CF492F
1237,7af624922fa1ffbd4e3c17a39dfb3cee9193a56e,2,TRAEHHJ12903CF492F
1238,eea0d7db22d0acb10a0c7180be4b418ed0e8f2ee,2,TRAEHHJ12903CF492F
1239,b6dbbc6a33ce5e88d1ff762cac276b9699e8ae8b,5,TRAEHHJ12903CF492F
1240,b6701f1eb82ad6fe9c55d0dda6e99c472c8e7faf,18,TRAEHHJ12903CF492F
1241,1188c891f3002627fe4889d11fd72de88913debe,8,TRAEHHJ12903CF492F
1242,c9aa3ea5e18328cc0d79d21d73f7003960ed3b25,6,TRAEHHJ12903CF492F
1243,f4551abba70921c10b332cd02c4ce346d2b425b8,11,TRAEHHJ12903CF492F
1244,27e8d1d834e926a8fd9cb48904b5e78d47db9a76,3,TRAEHHJ12903CF492F
1245,dde68a4ecbd68466906bd54c7b99361d6f83fe21,6,TRAEHHJ12903CF492F
1246,28397dffa6c9271857a07f06735f9b82cc5b75fa,1,TRAEHHJ12903CF492F
1247,786169095eb52ec2805b1dafbc66b230c3951dfc,2,TRAEHHJ12903CF492F
1248,3df6b21595d388a1fdfd42d366529853da180f2f,3,TRAEHHJ12903CF492F
1249,2df44c5425dcc65f7bece1878ead5d932473be97,1,TRAEHHJ12903CF492F
1250,6cdf63cae6bc8c2da6cad9ff1e7761ad5ee35e08,5,TRAEHHJ12903CF492F
1251,995a49a339361bb911f88f8656977c887176e6ec,5,TRAEHHJ12903CF492F
1252,2386fbbe4268d74e391103011082661dbf0450cf,51,TRAEHHJ12903CF492F
1253,b0dc5830e9e1533fe1d7f63155f1103f3d7c7c25,15,TRAEHHJ12903CF492F
1254,20a1263b55003c3d3a5f8020d90d53cca2d07fdd,3,TRAEHHJ12903CF492F
1255,98eb2cb23bc377c98c129b237dbec37700fee724,1,TRAEHHJ12903CF492F
1256,bbf3c328184672a7155cdac6c67f93c659968ad6,6,TRAEHHJ12903CF492F
1257,e1b3b1481c109ee592df354c0d4bb69c85d40fdc,1,TRAEHHJ12903CF492F
1258,e4cc0f932e5163b5b82cc482c3672780bf736af8,128,TRAEHHJ12903CF492F
1259,34c9e95651cbe283c0e0bfe57753ca4c1e8167ff,1,TRAEHHJ12903CF492F
1260,2db34b9ade3dcbf8ccfb1e500d44926769ae90fa,1,TRAEHHJ12903CF492F
1261,13c3989295e75eef2b9a382b19d425c22e09250b,2,TRAEHHJ12903CF492F
1262,edd634198b2eeb891bfa82e52c204be7d3138ce9,52,TRAEHHJ12903CF492F
1263,a4b100cd033e12775ce48441a177d0d0fe6c8062,10,TRAEHHJ12903CF492F
1264,48cc1352dd62e9248d740f002f543c9eb2d54deb,5,TRAEHHJ12903CF492F
1265,4b8cb9d4aa11c3bd7de83f61385d2003afd748be,27,TRAEHHJ12903CF492F
1266,57f72169f5392fa24e41d872f1f7aab37a98d54a,1,TRAEHHJ12903CF492F
1267,215ead8d62a0a100c5ebf9fdb7a42d93145eb19b,1,TRAEHHJ12903CF492F
1268,210991fb75452e73c61dc78d8b7f9e8cd3706af5,33,TRAEHHJ12903CF492F
1269,1339649dc4b9bc25ece5d66d554a6a2d70411f8d,2,TRAEHHJ12903CF492F
1270,a9e0dec65f62f568ba63a656361924546ed1aa73,1,TRAEHHJ12903CF492F
1271,6e58de45e7265c73af17323bf15066d04a80d800,2,TRAEHHJ12903CF492F
1272,95cc4d437a9feb41ff55df2649a03ac95d5dc49f,1,TRAEHHJ12903CF492F
1273,2e0a98d8117dce16099b01411b958755375c4450,110,TRAEHHJ12903CF492F
1274,03b5cdbea481827ebe9be7e1834f3926039478fd,1,TRAEHHJ12903CF492F
1275,453f060b3a58f4c48449f461d7535262934566dd,2,TRAEHHJ12903CF492F
1276,29ffef46bf40f462d3e8a82e67de692d0dcb3d3e,2,TRAEHHJ12903CF492F
1277,0bd344ee187b3efec5c8790a889d7d8cc3ec503b,2,TRAEHHJ12903CF492F
1278,17d856017b87b99bcacf3e2d695eda0295e32566,2,TRAEHHJ12903CF492F
1279,6bb6b519184b7d2b2b2b0c7678281d6dc27b49e2,25,TRAEHHJ12903CF492F
1280,996b79d009eea048276f6ac1c9970fa484f8840d,1,TRAEHHJ12903CF492F
1281,f3a774640f2a1643b265e17cb74c9772cded8feb,1,TRAEHHJ12903CF492F
1282,682edc5cd2dd0ad4f418e90cd78a1ad67d97bfb8,5,TRAEHHJ12903CF492F
1283,6743ee9f9055ffbc59ac13354843da46ed3c621d,7,TRAEHHJ12903CF492F
1284,576f53b5f0b0679d58f0d01a55c1b9126404ad53,1,TRAEHHJ12903CF492F
1285,9ddfc271f20d535c70c7e2f3c59ce5fbc720e1c7,1,TRAEHHJ12903CF492F
1286,807fdcbf88c2fcfe47d55c8473677f200299e84d,1,TRAEHHJ12903CF492F
1287,964f5a14ac8e2b22167be86c76aec43447d2ce61,11,TRAEHHJ12903CF492F
1288,8bda21ce42e7c4092c62adb4b7ff1521343e182a,1,TRAEHHJ12903CF492F
1289,37a5dd14b2171a9cb32eb451f570b94a1f419d64,26,TRAEHHJ12903CF492F
1290,da0967581b31b13a39d42174bb7f443ee1021a24,2,TRAEHHJ12903CF492F
1291,2a415e936d3051f3c751cfba05542ea2300a6dc4,89,TRAEHHJ12903CF492F
1292,c8e587280f51852d6617bfddd9770551851efca8,1,TRAEHHJ12903CF492F
1293,5f9e27d2e20d4c29c8493075d8fb3339b6cf5172,1,TRAEHHJ12903CF492F
1294,acbb67482219e842922ea1c176f5aad75e7a84bf,1,TRAEHHJ12903CF492F
1295,c1a77bb7e1ac292727ed82f698538dca38aed35f,5,TRAEHHJ12903CF492F
1296,3bf9057ca3cb34e3e96557c49fb739cac03be879,4,TRAEHHJ12903CF492F
1297,0baf5c6a7995fc41e5800540ab7467b133f7f7cf,5,TRAEHHJ12903CF492F
1298,dcfd9b35d7bc714edd9d5a85eead86db9ed543b9,1,TRAEHHJ12903CF492F
1299,2f5cda8a494f36453fe522149a37c22a2e91a984,2,TRAEHHJ12903CF492F
1300,4cffd84d160d56bd8663731935ab509a11341c8e,8,TRAEHHJ12903CF492F
1301,e98666f2d759d7597e26246dc3e15ad0c6ccce9f,6,TRAEHHJ12903CF492F
1302,64a0eaf0e5af82b43a922943e906b6ce9fe7a21d,1,TRAEHHJ12903CF492F
1303,574d8401982d077014c2dcff80feaa74066fda10,1,TRAEHHJ12903CF492F
1304,a9db0f3bab1f908e0bbed6d03e59ef21f19e3ffa,5,TRAEHHJ12903CF492F
1305,58b582a7faa2afd7d5d32e6c825346a04302b14c,1,TRAEHHJ12903CF492F
1306,a3834187ea87c94260fbf4ba0d3639eda2a317ef,1,TRAEHHJ12903CF492F
1307,6d77a961006bf699464ffc4097633058d8c19119,5,TRAEHHJ12903CF492F
1308,58762a4d9857daba21681a885d44ceb26eb97358,2,TRAEHHJ12903CF492F
1309,159339b9f6326fc18384db8799b538a2fcd5dc6d,2,TRAEHHJ12903CF492F
1310,91f9306c6879f42ed4f88258fce66a640ba7de75,8,TRAEHHJ12903CF492F
1311,69c882a26e4a7178e0f76d28b2bd950f3c02ce47,2,TRAEHHJ12903CF492F
1312,60ef86aed28221d4221e61e224c0b393e9e8f824,1,TRAEHHJ12903CF492F
1313,4557e056380b980ea32bb81b9b693e84c609fb52,18,TRAEHHJ12903CF492F
1314,415f9ffa7e7d1b74d56895102858d87dfb40cf44,2,TRAEHHJ12903CF492F
1315,d0bd41661d0f75c8b0aee00e8c8162bacc4cd469,147,TRAEHHJ12903CF492F
1316,853e8a0e065eaf6332d91207b1aa3766a8301269,6,TRAEHHJ12903CF492F
1317,355c28ac59d94337f580ce2ec9d3bf75754ad626,38,TRAEHHJ12903CF492F
1318,afad3443125a80320490525d7aee1574e2ed75d9,2,TRAEHHJ12903CF492F
1319,24e9229151879eff47b21a6fecbc46ccd54c4d8d,5,TRAEHHJ12903CF492F
1320,18bd9b0c32b6506030b35ea74890d6f15284a322,1,TRAEHHJ12903CF492F
1321,ddc44965d17d22d6a7deca65d9f54cb29ca666d6,10,TRAEHHJ12903CF492F
1322,4c075316847524e96eba32340fe43431aed6f2f2,5,TRAEHHJ12903CF492F
1323,bd4a5f6963a5371772864591d0e11b1ded82bd4a,5,TRAEHHJ12903CF492F
1324,7d1f3cc06cd537374710e74c841e731aa729c5d2,1,TRAEHHJ12903CF492F
1325,20380ceec83da05d6c7d3c37af7c7b197737b2d6,14,TRAEHHJ12903CF492F
1326,af7982780404336521e43e8cdeb3a737a31f8956,12,TRAEHHJ12903CF492F
1327,8eb6e0662bbdb3251832f60081a3a25ed7898670,1,TRAEHHJ12903CF492F
1328,393d876571593594484476becfffd82a39de0069,3,TRAEHHJ12903CF492F
1329,b1f3852c9dfc9f6afbf3d5cba019a199661acecb,1,TRAEHHJ12903CF492F
1330,1494c6c9517e0b191587b6f4e9e360f877ce379e,4,TRAEHHJ12903CF492F
1331,cc9525077f4aed1cf932675a6d872cc00fc93669,5,TRAEHHJ12903CF492F
1332,612422b2b9cced023ec4346265ce6392dcbfc5f8,7,TRAEHHJ12903CF492F
1333,ad628457054d5f8ee177a02aecd4a5840fca0835,2,TRAEHHJ12903CF492F
1334,4f44873a3438d3c23afb27289b1a3c4b646a4afa,36,TRAEHHJ12903CF492F
1335,17bb1cf27f5e95bc40c3037e4e7396b745cd7474,3,TRAEHHJ12903CF492F
1336,eb8ae9cea429c9114c7e0b537c1c1211b9784ad2,2,TRAEHHJ12903CF492F
1337,3c69323e8740d49a253721562f545eb09416cc2b,5,TRAEHHJ12903CF492F
1338,72624b39f70ded75c448ca70c5238150d0044079,13,TRAEHHJ12903CF492F
1339,39eb64ea56e1c82d3d14169987b8ae192be65c32,33,TRAEHHJ12903CF492F
1340,ce251f6493dcc106235c56285cbd1bd7379f2af6,3,TRAEHHJ12903CF492F
1341,d3b6e095e277fe65bc5e6156aad2178a01f13e72,7,TRAEHHJ12903CF492F
1342,06f475b492972a009de264e9957d56d148e6b2ee,7,TRAEHHJ12903CF492F
1343,cd9e81395ecf66205d6fe09346c1595870085340,5,TRAEHHJ12903CF492F
1344,3d6392269f4bbe24da886b8fabf0df3e1b5ee19d,2,TRAEHHJ12903CF492F
1345,f6acc579ca0a195042a9bc976fc49f22aef637ad,2,TRAEHHJ12903CF492F
1346,253d40784d5386d24efb836254e75eafefeb2b45,1,TRAEHHJ12903CF492F
1347,5ee005771a3414e4e9c8f384b899eefc6e5f66e4,3,TRAEHHJ12903CF492F
1348,722378ded5d3da1228f017efd086df97653c021a,1,TRAEHHJ12903CF492F
1349,a9c4ebda49eeb1b3a9a6cfa60826b050e1679b74,1,TRAEHHJ12903CF492F
1350,22f332ecccaa3eed4624a4408a4da57088a7b5a2,6,TRAEHHJ12903CF492F
1351,e23719fd8c3353b87c4bd5a95068b54162ff4bb8,2,TRAEHHJ12903CF492F
1352,3145d23336655e250efde0be1c8766a1c9dbe784,1,TRAEHHJ12903CF492F
1353,b85919ff8a6a99779eb46508b166040f45d3f98b,2,TRAEHHJ12903CF492F
1354,9fcad0a2a2e70d2b5c08d636c1f832a6cd1787c5,6,TRAEHHJ12903CF492F
1355,8c275df5c8a92988b7b3988a308ef5c4913bb0b5,5,TRAEHHJ12903CF492F
1356,951bed2f38a5361712901b9c19769b224105e50c,18,TRAEHHJ12903CF492F
1357,dbc04fba3d3492d690d119ce4013397299bd822e,1,TRAEHHJ12903CF492F
1358,c4129fcde2eb8705e75aa33b57428bed3f9c153f,3,TRAEHHJ12903CF492F
1359,7974f6dcaddff5ac0adabe8709db8d0f9cb0ad5d,5,TRAEHHJ12903CF492F
1360,783cbda17b85a200f2ef792ce018a9faa62a4f27,1,TRAEHHJ12903CF492F
1361,ae4dda92992e157b9c7897ca8eae0f6439f78714,80,TRAEHHJ12903CF492F
1362,c63d0a7f004b7121ede66d5e977ede24cd58a8d0,2,TRAEHHJ12903CF492F
1363,63b6910001873decff57ca7a3227a942d7b94e48,10,TRAEHHJ12903CF492F
1364,8332162b663ecaadb00c0b60497d6df79c708b52,1,TRAEHHJ12903CF492F
1365,4a2e368a2bc8e9ef09a996ce5bf7a7f2d20fc25b,1,TRAEHHJ12903CF492F
1366,a27e64d42d0f65e58617ccb1706b2e17782afca2,204,TRAEHHJ12903CF492F
1367,11e0d9ca09399652a1455674c41f4c5cdd4a3a03,22,TRAEHHJ12903CF492F
1368,beccfbcd0559b416f1bb14190b43669848d60f7a,1,TRAEHHJ12903CF492F
1369,0906cf59be9f971a024e5ae9edcbb909b7cffade,6,TRAEHHJ12903CF492F
1370,a32c09bb0bd561c0af941510c89f9f376669eb77,6,TRAEHHJ12903CF492F
1371,f398a2485f2337a550e9cec136ee50ab53b4bbb1,23,TRAEHHJ12903CF492F
1372,c81a2154190ae547c5f6945c57bfc407850bb0b1,16,TRAEHHJ12903CF492F
1373,1ee77fd5ef1e669321d1370ad8f7e54b8b433fe5,16,TRAEHHJ12903CF492F
1374,12a432cedcc8c69c831b5d74bd8b1f5ffad05a73,17,TRAEHHJ12903CF492F
1375,cc0f995b24a6b817fa76f675800a1f9924c7c079,3,TRAEHHJ12903CF492F
1376,03c46da54569dd207650f663dac98dd47393a0f5,10,TRAEHHJ12903CF492F
1377,21f9520a5b7753f4b81a730389f8f72ecfdaaf27,1,TRAEHHJ12903CF492F
1378,8f2029b17d5117ae74c7de931b45d781a9adb569,5,TRAEHHJ12903CF492F
1379,b998cb1cdb58af50ce7be6115018ee50445ebb7b,1,TRAEHHJ12903CF492F
1380,8b2f444d3de6c976753c95bd0bd906ed08622d2a,5,TRAEHHJ12903CF492F
1381,53fd24c00c6ddb5554d67e99e9db008d3107d77f,2,TRAEHHJ12903CF492F
1382,188e60f4fb51a91dfaf5118e8df46cb2739ea2e2,44,TRAEHHJ12903CF492F
1383,1d4c551a8b05719fb616608434053491dcac797a,5,TRAEHHJ12903CF492F
1384,f30dd4d1ea647599786792c09b59a9c65400f381,1,TRAEHHJ12903CF492F
1385,268a4313373ca982d8988ded7958b8830a90c93c,1,TRAEHHJ12903CF492F
1386,c31427e41189381de96e6f8304b653a3425f11d1,1,TRAEHHJ12903CF492F
1387,8c7b486c671cf8509d1e4b89939df93192cfe3ea,1,TRAEHHJ12903CF492F
1388,47c518ddb2ca5eeef88c7124e042488559434ff8,1,TRAEHHJ12903CF492F
1389,95febdf6bf08551693a84317d82e7026f2153464,15,TRAEHHJ12903CF492F
1390,92ad7689d24628d5fcc53bd25311cc7860e3b042,1,TRAEHHJ12903CF492F
1391,1e83a3d8c620f7cfddc2f89cbaf8a70f21dba557,11,TRAEHHJ12903CF492F
1392,1c2a7462ca7f0c10971b1cdef2cb6bfd0c6d7403,3,TRAEHHJ12903CF492F
1393,e75d135e53309324ee13dd3a447cb456a840ddc4,1,TRAEHHJ12903CF492F
1394,4d14503e4aff2c4e4863adc0b667be7833b8730f,1,TRAEHHJ12903CF492F
1395,3a1acd53ac5fad2bf6f7c5edc8fa9922b707accd,1,TRAEHHJ12903CF492F
1396,11efd863813bc1cd5f7d32c971305fff017ddee7,1,TRAEHHJ12903CF492F
1397,7b5801e078a313eb0459aff0c03071370f51b257,67,TRAEHHJ12903CF492F
1398,4db86aac4cb4ff39bb9b8f73469efc22884ad219,1,TRAEHHJ12903CF492F
1399,fa6ad6cff669422721509e24b2c42417b9e7033d,2,TRAEHHJ12903CF492F
1400,9614b9d1f3a46563d7427c93c0903572ffe9313d,5,TRAEHHJ12903CF492F
1401,cd0f702b7fd0072187df1dffddc48a7c4129fd75,5,TRAEHHJ12903CF492F
1402,dd0fbfb400703ed963ddd560c2de51daf18307cf,2,TRAEHHJ12903CF492F
1403,703be5432f333b7c8183ec6b5552aa1924f85aa9,1,TRAEHHJ12903CF492F
1404,92ee551f4ecfce53d643c36060ea8138b10ad8cc,1,TRAEHHJ12903CF492F
1405,9de0faa2d5f501f494ad33f0a770bfc788092282,6,TRAEHHJ12903CF492F
1406,8e72d889fbe145510e0222c67adffcc76f82738a,3,TRAEHHJ12903CF492F
1407,b7a1a63eb90d8cd78167eecad4cb1fa796051c7f,21,TRAEHHJ12903CF492F
1408,dc5d9b95c0281ffd280711884f919d5af8965f70,1,TRAEHHJ12903CF492F
1409,bda342c8e53627211954a76bc0bd95ba6b7b338a,19,TRAEHHJ12903CF492F
1410,db9a31f8607130b17393ffc41a75bb83a9d76d98,15,TRAEHHJ12903CF492F
1411,dd45c7e2b93c2156c6bd423fbad091540e42558f,2,TRAEHHJ12903CF492F
1412,ed5bed47e8af6078844b05840fe00e49c2667982,2,TRAEHHJ12903CF492F
1413,6d822ad198eafe46850000d62c72bc7f469338fe,1,TRAEHHJ12903CF492F
1414,4dacfcf776cc0b0f23a4ab7b6242fd501377b694,39,TRAEHHJ12903CF492F
1415,41867ce85536a04883cab73c91bea2f2f94073e0,3,TRAEHHJ12903CF492F
1416,2905e28cce04e4af59db4c568850f19a48e670a2,3,TRAEHHJ12903CF492F
1417,9de904a438d303e92c736f129d651a92ec2c77c1,1,TRAEHHJ12903CF492F
1418,0025d2f2e74d13de4a8ba5c212de96c5bb00f78a,17,TRAEHHJ12903CF492F
1419,71ef2af538a5282f3c6590ce5bbafad78be163dc,1,TRAEHHJ12903CF492F
1420,6998d9ef3cf94fc3febe430b1504df2640e97cc4,10,TRAEHHJ12903CF492F
1421,235b2b9fe03bc3dc9e2a98c66c7b17b89a6761c9,1,TRAEHHJ12903CF492F
1422,3cf5b6b81fb2f5dd4eb32f3241602c3e2c24e88c,5,TRAEHHJ12903CF492F
1423,e1523ef1d962ebd3920fdab8926b602c65959755,5,TRAEHHJ12903CF492F
1424,ef8258340224f00c65f86f7e08e538ba3f400a4f,5,TRAEHHJ12903CF492F
1425,980e209019d13b8393343933d05437ddd374d498,1,TRAEHHJ12903CF492F
1426,9f40ed5a82b5b8d44c9ce0d40e3d23aa3e4ad764,25,TRAEHHJ12903CF492F
1427,ae68609dbb914115ad0b34dff6b29861d3721e32,1,TRAEHHJ12903CF492F
1428,79b5cbc3f5bff85ddfc2cbafb936a85d586d2b51,6,TRAEHHJ12903CF492F
1429,35b012878cff4f0d31963cedf669aaafdbcb5567,1,TRAEHHJ12903CF492F
1430,b8d9d3daea2d63746446e602f693d37085adfd5e,6,TRAEHHJ12903CF492F
1431,d76fc2011f8f836c72e790d2ce78ba78b42c04b4,3,TRAEHHJ12903CF492F
1432,86be480bb9074cfd8a91ec01b7b26fdfccd2a173,1,TRAEHHJ12903CF492F
1433,abc11707b892bb31bbbc06562abb3a668cccad62,7,TRAEHHJ12903CF492F
1434,264bf0d1ec14932b6e04b67543528f4a2bf8c8fd,29,TRAEHHJ12903CF492F
1435,f6acdbc252372eaad07297c8ab08222062280863,1,TRAEHHJ12903CF492F
1436,730a173049ff824899e70d816e3fe463accd691d,8,TRAEHHJ12903CF492F
1437,12ee18466df692878ab6b0ffd922a8bed06bb624,1,TRAEHHJ12903CF492F
1438,40a87715b53c43268a84480fdd00ac509b30a059,2,TRAEHHJ12903CF492F
1439,0c7589239f882545d844b97044cdc96a53cad727,11,TRAEHHJ12903CF492F
1440,eda9ecf36136769e723de2989a333643395111a1,1,TRAEHHJ12903CF492F
1441,cef8fde6979c68edd2b0487760875213a653901d,21,TRAEHHJ12903CF492F
1442,57ba2f90741982c02fd8e16e5e2ef45a0799e2d4,19,TRAEHHJ12903CF492F
1443,da4b5b8d25f3bfba05e75098fa50731d77bc2727,5,TRAEHHJ12903CF492F
1444,cb8bbd9482222f0aa49297830da43ce6580a9138,3,TRAEHHJ12903CF492F
1445,c21208fc58ad2a61bca7e423f525d64e26357ee1,3,TRAEHHJ12903CF492F
1446,b5f3b36a5233ee93c66b9e0d0a005aa66f9e521d,6,TRAEHHJ12903CF492F
1447,4f196256b0111f3efdf02ae59c690c7189cb89fe,1,TRAEHHJ12903CF492F
1448,a09d0a10aae420ce00ba09fb08a92da75cd47da2,2,TRAEHHJ12903CF492F
1449,3c0e34abab6f4443235cf4fd1687bd2830d43157,1,TRAEHHJ12903CF492F
1450,33ab0e3316c55c8ccbca80367a486988fb01433f,29,TRAEHHJ12903CF492F
1451,25bdc41f6b585b1fba5346912f65aaff2253e259,1,TRAEHHJ12903CF492F
1452,0e86c700e86402f3046f8be49ca0ccc38d46f823,35,TRAEHHJ12903CF492F
1453,733e0e0d712975451ae8b79cebac3e81debe25f7,3,TRAEHHJ12903CF492F
1454,8ee18575c623455a16e681b79f7b3286449ba4c3,1,TRAEHHJ12903CF492F
1455,bb688ef711fc829c2aea3368bfa0056d8e656d4b,1,TRAEHHJ12903CF492F
1456,3a660e789174c404dd6b9a1c7248b521594eea3e,1,TRAEHHJ12903CF492F
1457,fa50620feb6a18152f92a8268c98fec7a2d0a21d,1,TRAEHHJ12903CF492F
1458,d234fc49f13bb619e08a0a1e595ba550ef233598,2,TRAEHHJ12903CF492F
1459,d9345e41bdbb441a6afa8dd6e069fe9a4984a8ac,2,TRAEHHJ12903CF492F
1460,fac1b92d29e58218fdccfd401db74ceffcd9aa4d,7,TRAEHHJ12903CF492F
1461,c4800bfffd8fd1cbdef79d9d5e813640284db84c,5,TRAEHHJ12903CF492F
1462,ea417f68526788d92b871397678663025030b886,18,TRAEHHJ12903CF492F
1463,55b192cd27fcddd5445b8df2876305e6de6dd5a3,5,TRAEHHJ12903CF492F
1464,ff6e644c560c61d0936dcc4ec14e658a7964147c,5,TRAEHHJ12903CF492F
1465,be99d2e423c6c8bf610a1f03fab35033e1e5e851,1,TRAEHHJ12903CF492F
1466,93801b03ecab8db734d813eab3a7b61baef81e5a,4,TRAEHHJ12903CF492F
1467,dc888e42f97b87dbb15db9eb5e170d9514cfb592,2,TRAEHHJ12903CF492F
1468,71639d48cb841676362dfaff96b7e9e90f8088c4,8,TRAEHHJ12903CF492F
1469,26b3cf00770d1ca107e96c1873b2b996d356841e,3,TRAEHHJ12903CF492F
1470,60d483cd324251fb27787da7d1e680a2f273d983,1,TRAEHHJ12903CF492F
1471,ca25f81ab7c1adb80b163d2ef3ced488d57e18e1,5,TRAEHHJ12903CF492F
1472,3d351a654805a0b0ddaec7ba17424bf3ce793d1c,38,TRAEHHJ12903CF492F
